2586,T8,001,,4,01,EPICERIE FINE INTERNATION,,,,,,,,1,,,,,,
2607,T8,001,,4,01,CIE,,,,,,,,1,,,,,,
2705,T8,001,,4,01,ESPACE PNEUMATIQUES,,,,,,,,1,,,,,,
2738,T8,001,,4,01,HOME MARKET,,,,,,,,1,,,,,,
2770,T8,001,,4,01,KASSI KOUAME LOUIS,,,,,,,,1,,,,,,
2784,T8,001,,4,01,ACE WORLD TRADING COMPANY,,,,,,,,1,,,,,,
2846,T8,001,,4,01,SGCI,,,,,,,,1,,,,,,
2856,T8,001,,4,01,SIB DISTRIBUTION SUD ILES,,,,,,,,1,,,,,,
2876,T8,001,,4,01,SARAMARKET,,,,,,,,1,,,,,,
2880,T8,001,,4,01,SATIE MALI,,,,,,,,1,,,,,,
2905,T8,001,,4,01,KANGOUROU PTY LTD,,,,,,,,1,,,,,,
2919,T8,001,,4,01,GEANT NIGER,,,,,,,,1,,,,,,
2920,T8,001,,4,01,FOODSTOP SARL,,,,,,,,1,,,,,,
2926,T8,001,,4,01,AU BON MARCHE STOP PRESS,,,,,,,,1,,,,,,
2975,T8,001,,4,01,AGORA MARKET,,,,,,,,1,,,,,,
2980,T8,001,,4,01,REBAIN INTERNATIONAL,,,,,,,,1,,,,,,
3002,T8,001,,4,01,SUPERSTORE,,,,,,,,1,,,,,,
3004,T8,001,,4,01,BIG STAR MARKET,,,,,,,,1,,,,,,
3012,T8,001,,4,01,STRAIGHT FROM FRANCE LLC,,,,,,,,1,,,,,,
3034,T8,001,,4,01,PRODIMPORT,,,,,,,,1,,,,,,
3070,T8,001,,4,01,LANDRY,,,,,,,,1,,,,,,
3077,T8,001,,4,01,GANDATRADE,,GANDATRADE ( Groupe Herfurth)  CAssierstraat,52060,Antwerpen,3227528935,2477315187,salah@city-market.org,1,Salah Beydoun,,,,,
3131,T8,001,NULL,4,01,GANDATRADE,,GANDATRADE ( Groupe Herfurth)  CAssierstraat,52060,Antwerpen,3227528935,2477315187,salah@city-market.org,1,Salah Beydoun,,,,,
3396,T7,001,NULL,4,01,LE TEFESS SA,,78M Cité des Magistrats Lotissement CICES,52060,Dakar,221777956363,,mamour.guiro@edkoil.com,1,Mamour Guiro,,,,,
3403,T7,001,NULL,4,01,COMPTOIR COMMERCIAL SOPE NABI (CCSN),,SODIDA LOT 37,,DAKAR,221338693789,,s.seck@cmg-sn.com,1,Sérigne M. Seck,,,,,
3088,T8,001,,4,01,SAMEX,,,,,,,,1,,,,,,
3092,T8,001,,4,01,LE GRAND MARCHE,,,,,,,,1,,,,,,
3095,T8,001,,4,01,SABACO,,,,,,,,1,,,,,,
3108,T8,001,,4,01,ALI FAWAZ / ETS CEIKH AHM,,,,,,,,1,,,,,,
3119,T8,001,,4,01,MORDICUS LIMITED,,,,,,,,1,,,,,,
3139,T8,001,,4,01,GIMEX GLOBAL IMPORT EXPOR,,,,,,,,1,,,,,,
3144,T8,001,,4,01,TIANJIN WANSHUN RONGHE,,,,,,,,1,,,,,,
3161,T8,001,,4,01,PRIMI MARKET / AXEL MARKE,,,,,,,,1,,,,,,
3162,T8,001,,4,01,LE BANNETON CAFE VANILLE,,,,,,,,1,,,,,,
3163,T8,001,,4,01,VIET PHU TRADING,,,,,,,,1,,,,,,
3169,T8,001,,4,01,SUPERETTE DU SUD SAUVAGE,,,,,,,,1,,,,,,
3180,T8,001,,4,01,MAISON VAURON,,,,,,,,1,,,,,,
3188,T8,001,,4,01,EPICERIE FRANCAISE,,,,,,,,1,,,,,,
3199,T8,001,,4,01,ALL THAT GLOBAL,,,,,,,,1,,,,,,
3201,T8,001,,4,01,GLACE GROUP,,,,,,,,1,,,,,,
3202,T8,001,,4,01,ROYAM ENTREPRISES,,,,,,,,1,,,,,,
3214,T8,001,,4,01,ETS TENDER,,,,,,,,1,,,,,,
3217,T8,001,,4,01,SC INTERNATIONNAL SPARTIK,,,,,,,,1,,,,,,
3242,T8,001,,4,01,LA LIBERTE SARL,,,,,,,,1,,,,,,
3244,T8,001,,4,01,ETS SCODI,,,,,,,,1,,,,,,
3263,T8,001,,4,01,MINEXA,,,,,,,,1,,,,,,
3275,T8,001,,4,01,ANNAM FINE FOOD,,,,,,,,1,,,,,,
3278,T8,001,,4,01,GIE SENDIS,,,,,,,,1,,,,,,
3284,T8,001,,4,01,NATURALEX,,,,,,,,1,,,,,,
3291,T8,001,,4,01,ELSA DISTRIBUTION,,,,,,,,1,,,,,,
3303,T8,001,,4,01,ETS LITOU,,,,,,,,1,,,,,,
3313,T8,001,,4,01,ARC SOLUTIONS,,,,,,,,1,,,,,,
3328,T8,001,,4,01,WHITE WAY SARL,,,,,,,,1,,,,,,
3333,T8,001,,4,01,GESTCOM INTERNATIONAL,,,,,,,,1,,,,,,
334,T8,001,,4,01, FLECHARD,,,,,,,,1,,,,,,
3343,T8,001,,4,01,CCCG,,,,,,,,1,,,,,,
3363,T8,001,,4,01,AIDJO DISTRIBUTION,,,,,,,,1,,,,,,
492,T8,001,,4,01, SARL CHEZ JOJO,,,,,,,,1,,,,,,
506,T8,001,,4,01,LE GRAND MARCHE COLE BAY,,,,,,,,1,,,,,,
835,T8,001,,4,01, SALAISONS DE TAHITI,,,,,,,,1,,,,,,
PP0010,T8,001,,4,01,Super Bobo,,,,,,,hypermarchebobo@yahoo.com,1,M. Kamlesh,,,,,
PP0011,T8,001,,4,01,Continental Supermarché,,,,,,,supermarketcontinental@gmail.com,1,Responsable Achats,,,,,
PP0012,T8,001,,4,01,Supermarché l'Imperial,,,,,,,etskhalil@yahoo.fr,1,Khalil Soufan,,,,,
PP0013,T8,001,,4,01,IDFS,,,,,,,direction@idfs.ci,1,Nathalie Turpin,,,,,
PP0014,T8,001,,4,01,Le club Banko,,,,,,,leclubbank@yahoo.fr,1,,,,,,
PP0015,T8,001,,4,01,Hypermarch? exclusive,,,,,,,,1,Monsieur Tarun,,,,,
PP0016,T7,001,,4,01,PP1,,,,,,,,1,Responsable 1,,,,,
PP0017,T7,001,,4,01,PP2,,,,,,,,1,Responsable 1,,,,,
PP0018,T7,001,,4,01,PP3,,,,,,,,1,Responsable 1,,,,,
PP0019,T7,001,,4,01,PP4,,,,,,,,1,Responsable 1,,,,,
PP0020,T7,001,,4,01,PP5,,,,,,,,1,Responsable 1,,,,,
PP0021,T7,001,,4,01,PP6,,,,,,,,1,Responsable 1,,,,,
PP0022,T7,001,,4,01,PP7,,,,,,,,1,Responsable 1,,,,,
PP0023,T7,001,,4,01,PP8,,,,,,,,1,Responsable 1,,,,,
PP0024,T7,001,,4,01,PP9,,,,,,,,1,Responsable 1,,,,,
PP0025,T7,001,,4,01,PP10,,,,,,,,1,Responsable 1,,,,,
PP0026,T7,001,,4,01,PP11,,,,,,,,1,Responsable 1,,,,,
PP0027,T7,001,,4,01,PP12,,,,,,,,1,Responsable 1,,,,,
PP0028,T7,001,,4,01,PP13,,,,,,,,1,Responsable 1,,,,,
PP0029,T7,001,,4,01,PP14,,,,,,,,1,Responsable 1,,,,,
PP0030,T7,001,,4,01,PP15,,,,,,,,1,Responsable 1,,,,,
PP0031,T7,001,,4,01,PP16,,,,,,,,1,Responsable 1,,,,,
PP0032,T7,001,,4,01,PP17,,,,,,,,1,Responsable 1,,,,,
PP0033,T7,001,,4,01,PP18,,,,,,,,1,Responsable 1,,,,,
PP0034,T7,001,,4,01,PP19,,,,,,,,1,Responsable 1,,,,,
PP0035,T7,001,,4,01,PP20,,,,,,,,1,Responsable 1,,,,,
