"C00143","SE$","013","07","1","10","MATHIASIN DOMINIQUE","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00148","SE$","","07","1","10","MONDONGUE CLAUDIE","20090819","PERSONNEL CADI","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C00157","SE$","","07","1","10","ESNARD JOCELYN","20110513","PERSONNEL SAMMIG","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C00196","SE$","031","07","1","10","DURO TONY","20120608","PERSONNEL SAMMIG","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C00212","SE$","","07","1","10","CASTANET MAXETTE","20110127","PERSONNEL KARUMARK","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C00213","SE$","031","07","1","10","CASTAINGS JERRY","20150720","PERSONNEL LOGIGUA","97139","ABYMES (LES)","0","0","","A","","","",""
"C00214","SE$","031","07","1","10","ELISE FREDDY","20150720","PERSONNEL LOGIGUA","97139","ABYMES (LES)","0","0","","A","ELISE FREDDY","","",""
"C00216","SE$","031","07","1","10","SOUMENAT P","20120608","PERSONNEL","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C00227","SE$","013","07","1","10","DANQUIN ARTHUR","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00228","SE$","031","07","1","10","DE CAZES JACQUES","20110804","PERSONNEL LOGIGUA","97122","BAIE-MAHAULT","0","0","","A","DE CAZES JACQUES","","",""
"C00229","SE$","013","07","1","10","TOTO DOMINIQUE","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00231","SE$","013","07","1","10","DAMOND JULIEN","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00232","SE$","013","07","1","10","MOUTAMA DANIEL","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00233","SE$","013","07","1","10","TANDAVARAYEN JEAN CLAUDE","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00234","SE$","008","07","1","10","VAITILINGON ROSAN","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00235","SE$","013","07","1","10","PINEAU JEAN CLAUDE","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00238","SE$","031","07","1","10","JANVIER RUFFIN","20171121","PERSONNEL LOGIGUA","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C00240","SE$","013","07","1","10","RAMSSAMY LAURENT","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00241","SE$","013","07","1","10","NEW SCIME","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C00242","SE$","013","07","1","10","LAMBOURDIERE LUDGET","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00247","SE$","013","07","1","10","ISMAEL LUC","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00249","SE$","013","07","1","10","COMPPER MICHELLE","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00250","SE$","013","07","1","10","ELICE JOEL","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00251","SE$","013","07","1","10","WACHTER WILLY","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00253","SE$","013","07","1","10","KICHENIN JACQKY","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00256","SE$","013","07","1","10","FONTENELLE CARINE","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00257","SE$","013","07","1","10","CHELIN LESLY AMOUR","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00258","SE$","013","07","1","10","SAVARIMOUTOU ETIENNE","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00259","SE$","013","07","1","10","BIVOUAC GUY","20070104","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00260","SE$","013","07","1","10","THEOPHILE FRED","20021112","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00261","SE$","031","07","1","10","SOPALI","20021112","ZI DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00263","SE$","007","07","1","10","JOACHIM JOELLE","20080709","PERSONNEL SAFO","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C00264","SE$","013","07","1","10","KARAT DEMARQUE","20021112","10 COUR MONBRUNO","97139","ABYMES (LES)","267833","0","","A","","","VIEUX BOURG",""
"C00265","SE$","013","07","1","10","NICOLAS CHRISTIANE","20041026","Z I DE JARRY","97122","BAIE-MAHAULT","267833","0","","A","","","",""
"C00268","SE$","013","07","1","10","DABRION ELIZABETH","20050421","PERSONNEL LOGIGUA","97122","BAIE-MAHAULT","0","0","","A","DABRION","","",""
"C00269","SE$","013","07","1","10","FAZER JEAN-PAUL","20050608","LOGIGUA","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C00270","SE$","","07","1","10","OTZ SIDOINE","20080229","PERSONNEL LOGIGUA","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C00272","SE$","","07","1","10","COFFRE SARAH","20080709","PERSONNEL SEB","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C00273","SE$","031","07","1","10","JEAN BAPTISTE SIMONE ANTOINE","20110325","PERSONNEL","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C00276","SE$","031","07","1","10","ABATAN JEAN MICHEL","20121126","PERSONNEL SAMMIG","97139","ABYMES (LES)","0","0","","A","","","",""
"C00279","SE$","031","07","1","10","RESOUS MARIE-ANGE","20130828","PERSONNEL LOGIGA","97139","ABYMES (LES)","0","0","","A","","","",""
"C00284","SE$","031","07","1","10","RATTIER CELINA","20131022","PERSONNEL SAFO","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C13046","SE$","020","07","1","10","ENFANTS DU SOLEIL","20141118","RUE RASPAIL","97110","POINTE A PITRE","0","0","","A","MR LUBINO EDDY","","RESIDENCE R BAMBUCK LOCAL C4",""
"C13050","SE$","020","07","1","10","LE PETIT JARDIN","20150731","SECTION DUBEDOU","97118","SAINT FRANCOIS","0","0","","A","VINGADASSAMY J/CLAUD","","",""
"C20112","SE$","020","07","1","10","CARIB MARKET","20131031","QUARTIER BEAUSEJOUR","97127","DESIRADE (LA)","0","0","","A","MR DULORME","","RUE PH PAIN",""
"C30185","SE$","031","07","1","10","ON PAL POU VANSE(OPPV)","20110209","C/O MME LAURE JACQUIN","97122","BAIE-MAHAULT","590327088","690670380","","A","MME LAURE JACQUIN","","60 RES LES MUSCADES BELCOURT",""
"C30186","SE$","","07","1","10","LA BANQUE ALIMENTAIRE","20110210","IMPASSE LES PALETUVIERS","97122","BAIE-MAHAULT","0","0","","A","","","ZI DE JARRY",""
"C31082","SE$","012","07","1","10","POISSONNERIE MILENIS","20150113","BFD SASU","97139","ABYMES (LES)","0","0","","A","MR F BAZARD","","CARREFIOUR MILENIS",""
"C40017","SE$","020","07","1","10","SAVEUR KARUKERA","20140910","CHEZ KOMLA-SOUKHA ROGER","97180","STE ANNE","590880477","590883077","nicolas.komla@wanadoo.fr","A","KOMLA-SOUKHA NICOLAS","","SECTION LOERRY",""
"C40019","SE$","020","07","1","10","ESPACE ELEVAGE","20140925","(SCI LE PALLADIUM)","97130","CAPESTERRE B-E","590867375","0","espace-elevage@wanadoo.fr","A","REIMONENQ RAYMONDE","","PETIT BELAIR",""
"C40021","SE$","013","07","1","10","COMBES CLAUDE","20041202","CHAUFFEUR","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C40027","SE$","031","07","1","10","CLTS COMPTANTS DECEMBRE","20171219","ABYMES","97139","ABYMES (LES)","0","0","","A","","","",""
"C40029","SE$","008","07","1","10","G M A","20080522","BAIE-MAHAULT","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C40039","SE$","020","07","1","10","LA PALETTE BASSE TERRE","20150512","AVENUE DU BAILLIF","97100","BASSE-TERRE","590811424","0","","A","PH NURDIN","","LD CALEBASSIER",""
"C40106","SE$","013","07","1","10","TROS ROSAN","20041202","CHAUFFEUR","97122","BAIE-MAHAULT","0","0","","A","","","",""
"C40180","SE$","020","07","1","10","LA PALETTE GUADELOUPE","20140422","ZAC DE HOUELBOURG III","97122","BAIE-MAHAULT","590268122","590327974","anaour@palette.gp","A","PH GOTHLAND","","VOIE VERTE",""
"C40181","SE$","031","07","1","10","CANDIA","20140206","COMPTABILITE FOURNISSEUR","97100","BASSE-TERRE","472405271","472405207","","A","NADINE PIQ","","TSA 71286 69425 LYON CEDEX 03",""
"C40314","SE$","031","07","1","10","REX PETROLIUM N°1","20070227","ESPACE E ET S DULAC","97160","LE MOULE","690505876","0","","A","MR ARDISSON","","MOREL",""
"C40315","SE$","031","07","1","10","REX PETROLIUM NATIONAL","20070227","ESPACE E ET S DULAC","97160","LE MOULE","690505876","0","","A","MR ARDISSON","","MOREL",""
"C40325","SE$","031","07","1","10","SODIP SARL N°1","20070613","ROUTE DE BOISVIN","97139","ABYMES (LES)","0","0","","A","","","",""
"C40326","SE$","020","07","1","10","SODIP SARL NATIONAL","20070613","ROUTE DE BOISVIN","97139","ABYMES (LES)","0","0","","A","","","",""
"C40387","CRF","009","03","1","10","REMPLACER PAR LE 60034","20100430","3 BLD MARQUISAT DE HOUELBOURG","97122","BAIE-MAHAULT","0","0","","A","","","ZI DE JARRY","CAG"
"C40412","SE$","020","07","1","10","ASS ALTERNATIVE 119","20110228","104 RUELLE JULES GASTON","97119","VIEUX HABITANTS","590998736","0","","A","GUILLAUME LILIANE","","",""
"C40438","SE$","031","07","1","10","JARRY PLASTIQUE DIFFUSION","20120229","10-12 RUE DE LA CHAPELLE","97122","BAIE-MAHAULT","0","0","","A","","","ZI DE JARRY",""
"C40446","SE$","020","07","1","10","ASS ST VINCENT PAUL L MARILLAC","20121126","MONASTERE SAINT-ANTOINE","97100","BASSE-TERRE","0","0","ssvp97.1@gmail.com","A","","","RUE DE L'HISTORIEN LACOUR",""
"C40447","SE$","020","07","1","10","ASS AGIR POUR TOUS","20121126","POINTE D'OR","97139","ABYMES (LES)","690946656","0","florence.ssvp971@gmail.com","A","FLORENCE MOUGEOT","","24 LOT POINTE DU RELAIS",""
"C40999","SE$","020","07","1","10","CLIENTS DIVERS","19991001","ZI DE JARRY","97100","BASSE-TERRE","267833","0","","A","","","ZI DE JARRY",""
"C45011","SE$","013","07","1","10","SOPROCA","20060615","CHEZ MARIMMOZAC MOUDONG SUD","97122","BAIE-MAHAULT","590251019","0","","A","MR MARTIN","","ZI DE JARRY",""
"C45043","SE$","013","07","1","10","SODAF","20060809","ARNOUVILLE SUD","97170","PETIT BOURG","590266460","0","","A","HYUGUES DESPOINTES","","",""
"C45078","SE$","013","07","1","10","SADIPRO","20041214","IMP E DESSOUT","97122","BAIE-MAHAULT","590268346","0","","A","","","ZI DE JARRY","***"
"C50004","SE$","020","07","1","10","SARL CHEZ JOJO","20170612","ST BATH","97133","ST BARTHELEMY","590276353","0","","A","","","",""
"C50015","SE$","008","07","1","10","ETS JACQUES NOUY","20081218","ZI DE JARRY","97122","BAIE-MAHAULT","0","0","","A","JACQUES NOUY","","",""
"C50026","SE$","013","07","1","10","PROCTER&GAMBLE CEEMEA","20000417","A DIVISION INTERNATIONAL","97122","BAIE-MAHAULT","0","0","","A","","","47 ROUTE DE SAINT GEORGES","***"
"C50028","SE$","020","07","1","10","DISCOUNT CENTER PETIT PEROU","20150922","ZI DE PETIT PEROU","97139","ABYMES (LES)","0","590688028","discount2achats.locaux@orange.","A","GLADIEUX DOMINIQUE","","",""
"C50029","SE$","020","07","1","10","DISCOUNT CENTER JARRY","20160728","62 BLD DE LA POINTE JARRY","97122","BAIE-MAHAULT","590918196","590823903","","A","LE METAYER","","ZI DE JARRY",""
"C50032","SE$","020","07","1","10","DISCOUNT CENTER BAILLIF","20170706","ZI DE COTTON","97123","BAILLIF","0","0","","A","","","",""
"C50042","SE$","020","07","1","10","BCDM SARL","20140313","701 CARRERE","97170","PETIT BOURG","590951437","590951437","karucards@hotmail.com","A","CHATUANT PASCAL","","",""
"C50050","SE$","020","07","1","10","MG CASH","20161107","RUE BEAUENOM PROLONGE","97112","GRAND BOURG","590978192","0","","A","MR LEMAISTRE","","",""
"C50051","CEX","040","01","1","10","CARREFOUR EXPRESS CAPEST M/G","20130531","SARL DISTRICAP","97140","CAPESTERRE M-G","590972670","0","","A","MELLE AMBOULE","","RUE DE LA MARINE",""
"C50053","SE$","020","07","1","10","KADI CASH (N°1)","20061205","DESBONNES ST-FRANCOIS","97118","SAINT FRANCOIS","690431101","0","","A","MR NEPAUL","","",""
"C50054","8A8","005","09","1","10","PROXY SHOP MARKET","20140918","SECTION DESBONNES","97118","SAINT FRANCOIS","590933896","0","rocadeshop@orange.fr","A","JOHARAM ROSAIRE","","",""
"C50061","SE$","020","07","1","10","GL DISTRI COM","20150922","15 RUE DES CANNES","97170","PETIT BOURG","0","0","","A","TORBAY GEORGES","LUC CHASTANEY","ARNOUVILLE",""
"C50062","SE$","020","07","1","10","RED FOX (EURL)","20160615","46,RUE LAURENCE VALMY","97139","ABYMES (LES)","690623756","0","","A","CHANLOT YANN","","ASSAINISSEMENT",""
"C50063","SE$","020","07","1","10","DARJI DISTRIBUTION (NATIONAL)","20070321","SECTION BELLE RIVIERE","97115","SAINTE ROSE","0","590284642","darjidistribution@wanadoo.fr","A","MME LAMARQUE","","LA BOUCAN",""
"C50064","SE$","020","07","1","10","MARLY MARKET SARL","20070725","33 LOTISSEMENT MARLY","97180","STE ANNE","590480722","590480721","","A","GUILLAUME MARIE","","",""
"C50066","SE$","020","07","1","10","SUPER LU SAS","20170703","RUE TAH BOUDY","97150","SAINT MARTIN","690662499","0","","A","LU XIONG QING","","LES VILLAGES DE SXM CONCORDIA",""
"C50067","SE$","020","07","1","10","HYPER DISCOUNT SASU","20170706","11 LOTISSEMENT DE LA GABARRE","97110","POINTE A PITRE","690251823","0","","A","MR BLANC JEAN","","BERGEVIN",""
"C50068","SE$","030","07","1","10","SXM FOOD CONNECTION","20171002","12 RUE ANTOINE LAKE","97150","SAINT MARTIN","0","0","","A","MOREAU GUILLAUME","","CONCORDIA",""
"C50074","SE$","008","07","1","10","ETS J/C DORMOY","20081218","ZI DE JARRY","97122","BAIE-MAHAULT","0","0","","A","MR DORMOY","","",""
"C50077","SE$","030","07","1","10","SODIAAL INTERNATIONAL","20170519","1-3 RUE DES ITALIENS","97200","MARTINIQUE","0","0","","A","LACOMBE DAMIEN","","",""
"C50078","SE$","020","07","1","10","SI DISTRIBUTION PT-BRG","20110228","CHEMIN DE CADOU","97170","PETIT BOURG","690744354","0","","A","MR DARIN","","RD POINT DE VERSAILLES DAUBIN",""
"C50079","CEX","040","01","1","10","CARREFOUR EXPRESS GRAND BOURG","20100526","SARL DISTRILEM","97112","GRAND BOURG","0","0","","A","MR LEMAISTRE","","RUE BEAURENOM PROLONGE",""
"C50089","8A8","005","09","1","10","FERDINAND LE MAISTRE SUCCESSE","20130603","AVENUE DU DR MARCEL ETZOL","97112","GRAND BOURG","0","0","","A","MR LE MAISTRE  M","","",""
"C60001","CRF","009","03","1","10","HYPER DESTRELLAN SAS","19991001","CTRE COM DESTRELLAN","97122","BAIE-MAHAULT","261010","0","bruno.cadier@gbh.fr","A","","","","CAG"
"C60002","CRF","009","03","1","10","SAS HYPER DESTRELLAND LIQUIDE","19991001","CTRE CIAL DESTREL","97122","BAIE-MAHAULT","261010","0","","A","","","","CAG"
"C60003","CRF","009","03","1","10","SAS HYPER DESTRELLAND D.P.H.","19991001","CTRE CIAL DESTREL","97122","BAIE-MAHAULT","261010","0","","A","","","","CAG"
"C60004","CRF","009","03","1","10","SAS HYPER DESTRELLAND EPICERIE","19991001","CTRE CIAL DESTREL","97122","BAIE-MAHAULT","261010","0","","A","","","","CAG"
"C60005","CRF","009","03","1","10","SAS HYPER DESTRELLAND P.FRAIS","19991001","CTRE CIAL DESTREL","97122","BAIE-MAHAULT","261010","0","","A","","","","CAG"
"C60006","CRF","009","03","1","10","SAS HYPER DESTRELLAND S.GENER.","19991001","CTRE CIAL DESTREL","97122","BAIE-MAHAULT","261010","0","","A","","","","CAG"
"C60012","CMK","001","02","1","10","CHAMP. SAINTE ROSE","19991001","LA ROCADE","97115","SAINTE ROSE","590288841","0","r.voltaire@wanadoo.fr","A","ROBERT VOLTAIRE","","",""
"C60015","CRF","009","03","1","10","EUROMARCHE","19991208","BP 595  FORT DE FRANCE CEDEX","97100","BASSE-TERRE","596752021","596750719","","A","","","","GBH"
"C60018","SE$","031","07","1","10","GOURMET CONSEILS","20030925","MORNE VERGAIN","97139","ABYMES (LES)","835915","912438","","A","MR WONE","","",""
"C60021","SUP","027","08","1","10","SUPER U BERGEVIN (SAS CHANDIS)","20061128","101 RESIDENCE GASTON VIENS","97110","POINTE A PITRE","0","0","","A","MR CLAIRVILLE","","ILOT 6 BERGEVIN",""
"C60022","SUP","027","08","1","10","SUPER U ROCADE","20061128","ROCADE GRAND CAMP","97139","ABYMES (LES)","0","0","","A","MME BAPTISTE","","",""
"C60025","SE$","","07","1","10","MARCHE CONSEIL JARRY","20071109","RUE HENRI BECQUEREL","97122","BAIE-MAHAULT","0","0","","A","MR WONE","","CTRE COMMER LE PAVILLON",""
"C60026","SE$","031","07","1","10","SARL DOMAINE DES GOURMETS","20090216","CTRE COMMERCIAL LE PAVILLON","97122","BAIE-MAHAULT","690548294","0","","A","MR LEPIERRE","","JARRY",""
"C60034","CRF","009","03","1","10","ANABAM","20100505","3 BLD MARQUISAT DE HOUELBOUG","97122","BAIE-MAHAULT","0","0","","A","","","ZI DE JARRY","CAG"
"C60037","SE$","010","07","1","10","US IMPORT SAS","20120417","208 ROUTE DE SANDY GROUND","97150","SAINT MARTIN","590870380","590870369","","A","MR GIROUD JULIEN","","MARIGOT",""
"C60043","CRF","009","03","1","10","S G C CARREFOUR GRAND CAMP","20100505","ROND POINT GRAND CAMP","97139","ABYMES (LES)","590901212","590828897","bruno.cadier@gbh.fr","A","CHRISTIAN DEMEA","","","CAG"
"C60047","CMK","001","02","1","10","CARREFOUR MARKET BOUILLANTE","20120611","STE DE DISTRIBUTION BOUILLANTE","97125","BOUILLANTE","690367764","0","ycointre@hotmail.fr","A","MR YVES COINTRE","","CTRE COMMERCIAL PIGEON LOSTEAU",""
"C60051","SE$","020","07","1","10","PETIT CASINO (LE PAVILLON)","20161208","RUE BECQUEREL","97122","BAIE-MAHAULT","690564170","0","","A","LAFFON ROGER","","IMM LE PAVILLON ZI DE JARRY",""
"C62101","CMK","001","02","1","10","CARREFOUR MARKET ST MARTEEN","20151112","LE GRAND MARCHE COLE BAY","97150","SAINT MARTIN","0","0","davy@legrandmarche.net","A","DAVY TROUCHARD","","UNION ROAD # 53",""
"C62102","CMK","001","02","1","10","CARREFOUR MARKET PRIME PLAZA","20180614","BUSH ROAD 79","97150","SAINT MARTIN","0","0","","A","SABNANI","","PRIME PLAZA",""
"C63005","CEX","040","01","1","10","CARREFOUR EXPRESS STE-ANNE","20140724","DARKO DISTRIBUTION","97180","STE ANNE","590448080","590240942","","A","DARIN PATRIKO","0690501797","RUE DE LA PLAGE/BLD H IBENE",""
"C63009","CEX","040","01","1","10","CARREFOUR EXPRESS STE ROSE","20161003","CHEMIN DE L'ETANG LA BOUCAN","97115","SAINTE ROSE","0","0","","A","VOLTAIRE ROBERT","","CTRE COMM LA SOURCE","CEX"
"C63010","CEX","040","01","1","10","CARREFOUR EXPRESS P/NOIRE 2","20170220","CARREFOUR EXPRESS","97116","POINTE NOIRE","590980567","0","","A","RAMILLON ANNICK","","RUE DE LA REPUBLIQUE",""
"C63221","8A8","005","09","1","10","8 A HUIT BELCOURT(SAS WILPRO)","20160215","LIEU DIT BELLECOUR","97122","BAIE-MAHAULT","690763988","0","","A","WANG CHUNEI","","65 BLD DE DESTRELLAND",""
"C63222","8A8","005","09","1","10","8A8 RIVIERE SENS (SOCOM CHEUNG","20160614","RESIDENCE HOUELMONT","97113","GOURBEYRE","0","0","","A","CHEUNG JULIE","","RIVIERE SENS",""
"C70020","SE$","040","07","1","10","L.S SODI HUANG","20180116","SECTION CHABOT","97118","SAINT FRANCOIS","0","0","","A","HUNAG XIFENG","","",""
"C70032","SE$","020","07","1","10","FOLIMARKET","20140716","EURL SAVICOME","97113","GOURBEYRE","590945158","0","","A","SANDRA VINGADASSALON","","ROUTE DES ARCHIVES",""
"C70033","SE$","020","07","1","10","BOIS JOLI SERVICES","20140730","KCP TOP PRIX II","97139","ABYMES (LES)","590832813","0","sj.karine@hotmail.com","A","SAINT JEAN KARINE","","363 ET 364 RES BOIS JOLI BAZIN",""
"C70038","SE$","020","07","1","10","RODAME","20140805","BLD DES HABISSOIS SOUVERAINS","97119","VIEUX HABITANTS","590861820","0","","A","M.PROMENEUR","","VIEUX-HABITANTS",""
"C70039","SE$","020","07","1","10","AU CARREFOUR SHOP","20140910","CHATEAUBRUN","97180","STE ANNE","0","0","","A","VALCY JOELLE","","",""
"C70041","SE$","020","07","1","10","KAP ECO SERVICES","20140925","GROS CAP","97131","PETIT CANAL","590598182","0","francine.durimel@wanadoo.fr","A","DURIMEL FRANCINE","","",""
"C70042","SE$","020","07","1","10","CENTRALE DISCOUNT SARL","20141121","SECTION CLERANGE","97112","GRAND BOURG","0","0","ctrldiscount@gmail.com","A","LENGRAI FRED","","",""
"C70046","SE$","040","07","1","10","L.S POINTE NOIRE SERVICE","20171027","SARL THIERRY 2","97116","POINTE NOIRE","590928169","0","","A","FOSSAT M/ANNICK","","343 BIS RUE DE LA REPUBLIQUE",""
"C70054","SE$","020","07","1","10","PETIT CASINO BERGEVIN","20150203","(BERGEVIN STORE)","97110","POINTE A PITRE","590545199","0","alainsiu@yahoo.fr","A","SIU ALAIN","","1 RUE EUVREMONT GENE BERGEVIN",""
"C70057","SE$","011","07","1","10","LAMAS LOUIS","20151105","25 RESIDENCE NAUTILUS","97170","PETIT BOURG","590255378","0","","A","LAMAS LOUIS","","",""
"C70064","SE$","020","07","1","10","BCMD  CAPESTERRE","20150505","SUPERETTE ILET PEROU","97130","CAPESTERRE B-E","0","0","","A","CHATUANT PASCAL","","",""
"C70067","SE$","020","07","1","10","DOM DISTRI GUADELOUPE LAMENTIN","20151014","SECTION RICHARD","97129","LAMENTIN","590941831","690251823","domdistributiongpe@gmail.com","A","BLANC JEAN","","",""
"C70069","SE$","020","07","1","10","SUPERMARCHE SAINT CLAUDE","20150715","1ER PLATEAU","97120","SAINT CLAUDE","690927376","0","","A","HE FRANCOIS","","CITE BONNETERRE",""
"C70072","SE$","011","07","1","10","LS POINT BAIE-MAHAULT","20180611","3 CHEMIN DE LA RETRAITE","97122","BAIE-MAHAULT","690632268","0","","A","CHEN XUJUN","","IMM VENUS",""
"C70073","SE$","020","07","1","10","AMOUNA SERVICE","20170125","76 RUE DE LA LIBERTE","97128","GOYAVE","690564095","0","","A","MOUTAMA FRANCINE","","",""
"C70084","SE$","020","07","1","10","P2 DISTRIBUTION","20151210","79 RUE DE NOZIERES","97110","POINTE A PITRE","690417160","0","p2distibution.info@gmail.com","A","PAUL KATIANA","VLADIMIR PHILEMY","",""
"C70088","SE$","020","07","1","10","FAMILY MARKET SARL","20160425","MAHAULT ESPACE VANEAU","97116","POINTE NOIRE","590922088","0","","A","VANCOUVERT JEANNINE","","",""
"C70096","SE$","020","07","1","10","LS COLLISER","20160321","RUE DE LA PLAGE GRANDE ANSE","97136","TERRE DE BAS","508488","0","","A","","","",""
"C70099","SE$","020","07","1","10","L.S LA BOUTIK DE CHATO","20160511","POINTE DES CHATEAUX","97118","SAINT FRANCOIS","690704564","0","","A","THUDOR STEPHANE","","",""
"C70103","SE$","020","07","1","10","L.S PIERRETTE MARKET","20160512","PIERRETTE","97129","LAMENTIN","690712557","0","cesarinevirginius@gmail.com","A","VIRGINIUS MARC","","",""
"C70107","SE$","020","07","1","10","GABRIEL SERVICES SARL","20160606","A/BLD LEGITIMUS AV/M L KING","97110","POINTE A PITRE","590597130","0","gabriel-services@live.fr","A","BAZILE CHANTAL","","TOUR II",""
"C70110","SE$","020","07","1","10","SUPERETTE LA VOUTE SARL","20151030","29 RUE VATABLE","97110","POINTE A PITRE","590680267","0","superettelavoute@orange.fr","A","DARIN MARIE-OLYMPE","","",""
"C70119","SE$","020","07","1","10","LEA EPICERIE","20161115","SECTION BOREL","97129","LAMENTIN","690133175","0","","A","DOLCE PATRICIA","","BOURG DU LAMENTIN",""
"C70132","SE$","020","07","1","10","SUPERETTE TROPIC DES ILES","20170330","GRAND ANSE","97136","TERRE DE BAS","690706125","0","","A","BOCAGE SONY","","TERRE DE BAS",""
"C70138","SE$","020","07","1","10","ECO MARKET POINTE NOIRE","20170529","RUE ST JEAN","97116","POINTE NOIRE","590945076","0","","A","DURE ROSSINY","","",""
"C70139","SE$","020","07","1","10","ECO MARKET TROIS RIVIERES","20170529","IMM SDAA LES ROCHERS","97114","TROIS RIVIERES","690738484","0","","A","","","",""
"C70141","SE$","020","07","1","10","RASPAIL SERVICES","20170530","20 RUE RASPAIL DARBOUSSIER","97110","POINTE A PITRE","690586019","0","","A","DURE ROSSINY","","",""
